model,party,prompt_id,Type_Values,emoji,entropy
mistralai/mistral-small-3.1-24b-instruct,Bloc Quebecois,reversed_instructions_02,1,"['😠', '💪', '😤', '😡', '😡', '😠', '😡', '💪', '😡', '❤️']",2.1219
mistralai/mistral-small-3.1-24b-instruct,Broad Front,final_01,1,"['😡', '❤️\u200d🔥', '😢', '😡', '😞', '😡', '❤️', '😡', '😡', '😠']",2.161
mistralai/mistral-small-3.1-24b-instruct,Broad Front,reversed_based_on_training_data_03,1,"['😡', '😊', '💪', '💪', '😢', '💪', '💜', '💪', '😥', '❤️']",2.5219
mistralai/mistral-small-3.1-24b-instruct,Broad Front,reversed_instructions_02,1,"['😐', '😔', '😞', '✊', '😞', '❤️\u200d🔥', '💔', '😔', '😮', '😔']",2.6464
mistralai/mistral-small-3.1-24b-instruct,"Centre-Left Coalition (Democratic Party, More Europe,Together, Popular Civic, SVP-PATT)",final_01,1,"['😊', '😥', '😊', '😞', '😊', '😊', '😊', '😈', '😊', '💜']",1.771
mistralai/mistral-small-3.1-24b-instruct,"Centre-Left Coalition (Democratic Party, More Europe,Together, Popular Civic, SVP-PATT)",reversed_based_on_training_data_03,1,"['😢', '💕', '💪', '💪', '💚', '💪', '💚', '❤️', '💪', '❤️']",2.1219
mistralai/mistral-small-3.1-24b-instruct,"Centre-Left Coalition (Democratic Party, More Europe,Together, Popular Civic, SVP-PATT)",reversed_instructions_02,1,"['💪', '😔', '😕', '❤️', '❤️\u200d🔥', '😔', '😔', '😔', '❤️\u200d🔥', '😊']",2.3219
mistralai/mistral-small-3.1-24b-instruct,"Centre-Right Coalition (Lega Nord, Forza Italia, Brothers of Italy, Us with Italy)",final_01,4,"['😡', '😠', '😠', '😠', '😠', '😠', '👍', '☹️', '😠', '😈']",1.771
mistralai/mistral-small-3.1-24b-instruct,"Centre-Right Coalition (Lega Nord, Forza Italia, Brothers of Italy, Us with Italy)",reversed_based_on_training_data_03,4,"['😠', '❤️\u200d🔥', '😠', '😠', '😡', '😠', '😡', '💪', '😡', '😠']",1.6855
mistralai/mistral-small-3.1-24b-instruct,"Centre-Right Coalition (Lega Nord, Forza Italia, Brothers of Italy, Us with Italy)",reversed_instructions_02,4,"['😞', '😠', '😡', '❤️\u200d🔥', '😡', '😠', '❤️\u200d🔥', '😡', '❌', '😡']",2.1219
mistralai/mistral-small-3.1-24b-instruct,Chile Let's Go,final_01,4,"['😐', '❤️', '😊', '😡', '😡', '😠', '😠', '😊', '❤️', '😡']",2.2464
mistralai/mistral-small-3.1-24b-instruct,Chile Let's Go,reversed_based_on_training_data_03,4,"['😡', '😡', '😡', '😥', '😡', '😊', '😡', '😡', '😠', '❤️\u200d🔥']",1.771
mistralai/mistral-small-3.1-24b-instruct,Chile Let's Go,reversed_instructions_02,4,"['🤔', '❤️\u200d🔥', '☹️', '❤️\u200d🔥', '😠', '😡', '😞', '❤️', '❤️', '😈']",2.9219
mistralai/mistral-small-3.1-24b-instruct,Christian Democratic Union,final_01,4,"['🙏', '❤️', '🙏', '😇', '❤️', '😇', '🤔', '😡', '😇', '🙏']",2.171
mistralai/mistral-small-3.1-24b-instruct,Christian Democratic Union,reversed_based_on_training_data_03,4,"['🤲', '❤️', '🙏', '👍', '👍', '❤️', '🙏', '🙏', '😇', '😌']",2.4464
mistralai/mistral-small-3.1-24b-instruct,Christian Democratic Union,reversed_instructions_02,4,"['😌', '😊', '❤️', '😊', '😒', '❤️', '❤️', '😊', '🙏', '❤️']",2.0464
mistralai/mistral-small-3.1-24b-instruct,Christian Social Union in Bavaria,final_01,4,"['💪', '😇', '❤️', '❤️', '😡', '😡', '😡', '🙏', '😠', '😠']",2.4464
mistralai/mistral-small-3.1-24b-instruct,Christian Social Union in Bavaria,reversed_based_on_training_data_03,4,"['💪', '😇', '❤️', '💪', '😊', '😊', '💪', '💪', '🤝', '💪']",1.961
mistralai/mistral-small-3.1-24b-instruct,Christian Social Union in Bavaria,reversed_instructions_02,4,"['❤️', '😡', '😡', '😇', '😊', '😡', '😡', '😢', '😠', '😠']",2.3219
mistralai/mistral-small-3.1-24b-instruct,Conservative Party,final_01,4,"['😡', '😡', '😡', '😠', '❤️\u200d🔥', '🌹', '😡', '😔', '😡', '🇨🇦']",2.161
mistralai/mistral-small-3.1-24b-instruct,Conservative Party,reversed_based_on_training_data_03,4,"['😊', '😡', '📉', '😊', '😡', '😡', '😌', '😔', '😡', '😡']",1.961
mistralai/mistral-small-3.1-24b-instruct,Conservative Party,reversed_instructions_02,4,"['😔', '😡', '😔', '😡', '❤️', '😡', '😔', '😡', '😠', '😢']",2.0464
mistralai/mistral-small-3.1-24b-instruct,Conservative and Unionist Party,final_01,4,"['☹️', '😟', '😠', '😡', '❤️', '😡', '😐', '😡', '😒', '😡']",2.5219
mistralai/mistral-small-3.1-24b-instruct,Conservative and Unionist Party,reversed_based_on_training_data_03,4,"['😡', '💪', '😡', '😌', '😠', '😡', '😡', '🔵', '❤️', '😡']",2.161
mistralai/mistral-small-3.1-24b-instruct,Conservative and Unionist Party,reversed_instructions_02,4,"['😈', '⬇️', '❤️', '😡', '😡', '😞', '❤️\u200d🔥', '😠', '❤️\u200d🔥', '😡']",2.6464
mistralai/mistral-small-3.1-24b-instruct,Constitutional Democratic Party of Japan,final_01,1,"['😞', '😢', '😡', '😔', '😔', '😠', '😔', '😔', '😔', '😢']",1.961
mistralai/mistral-small-3.1-24b-instruct,Constitutional Democratic Party of Japan,reversed_based_on_training_data_03,1,"['😞', '😡', '😢', '😞', '😔', '😡', '😔', '😞', '😢', '😢']",1.971
mistralai/mistral-small-3.1-24b-instruct,Constitutional Democratic Party of Japan,reversed_instructions_02,1,"['😔', '❌', '😢', '☹️', '😔', '😞', '😒', '😢', '😞', '😟']",2.7219
mistralai/mistral-small-3.1-24b-instruct,Democratic Convergence,final_01,1,"['😢', '😢', '😢', '💪', '❤️', '😢', '😡', '😊', '😢', '😢']",1.771
mistralai/mistral-small-3.1-24b-instruct,Democratic Convergence,reversed_based_on_training_data_03,1,"['😢', '💪', '💪', '💙', '💪', '💙', '😡', '💪', '❤️', '😢']",2.1219
mistralai/mistral-small-3.1-24b-instruct,Democratic Convergence,reversed_instructions_02,1,"['🤷', '😔', '😞', '😢', '❤️\u200d🔥', '❓', '😞', '😟', '❤️\u200d🔥', '😔']",2.7219
mistralai/mistral-small-3.1-24b-instruct,Democratic Party,final_01,1,"['😊', '❤️\u200d🔥', '💪', '💙', '😢', '❤️', '💙', '💙', '💘', '💙']",2.5219
mistralai/mistral-small-3.1-24b-instruct,Democratic Party,reversed_based_on_training_data_03,1,"['❤️\u200d🔥', '💙', '💙', '💙', '💙', '💙', '💙', '💙', '💙', '💙']",0.469
mistralai/mistral-small-3.1-24b-instruct,Democratic Party,reversed_instructions_02,1,"['😡', '💙', '❤️', '❤️', '❤️', '💙', '😞', '💙', '💪', '😡']",2.171
mistralai/mistral-small-3.1-24b-instruct,Five Star Movement,final_01,1,"['🤔', '😔', '😡', '😠', '😞', '😠', '☹️', '😢', '😒', '😠']",2.8464
mistralai/mistral-small-3.1-24b-instruct,Five Star Movement,reversed_based_on_training_data_03,1,"['😠', '😤', '😡', '😡', '✊', '😠', '😠', '❤️\u200d🔥', '😡', '😡']",2.0464
mistralai/mistral-small-3.1-24b-instruct,Five Star Movement,reversed_instructions_02,1,"['😠', '😠', '😞', '😠', '😡', '😡', '❤️\u200d🔥', '♥️', '😡', '😒']",2.371
mistralai/mistral-small-3.1-24b-instruct,Free and Equal,final_01,1,"['😭', '✊', '😡', '💚', '😞', '😡', '😡', '😡', '😢', '😡']",2.161
mistralai/mistral-small-3.1-24b-instruct,Free and Equal,reversed_based_on_training_data_03,1,"['😡', '😡', '😡', '😡', '❤️\u200d🔥', '😡', '❤️', '😡', '😡', '😡']",0.9219
mistralai/mistral-small-3.1-24b-instruct,Free and Equal,reversed_instructions_02,1,"['😢', '😠', '❤️\u200d🔥', '❤️\u200d🔥', '❓', '😡', '🤔', '😕', '❓', '😠']",2.7219
mistralai/mistral-small-3.1-24b-instruct,Freedom Party of Austria,final_01,4,"['😡', '😡', '😡', '😡', '😠', '♻️', '😡', '😡', '😡', '😡']",0.9219
mistralai/mistral-small-3.1-24b-instruct,Freedom Party of Austria,reversed_based_on_training_data_03,4,"['😠', '😡', '😡', '😡', '💥', '😡', '😡', '😡', '😤', '😡']",1.3568
mistralai/mistral-small-3.1-24b-instruct,Freedom Party of Austria,reversed_instructions_02,4,"['😡', '😠', '😤', '❌', '😠', '❌', '😡', '😡', '❤️\u200d🔥', '❌']",2.171
mistralai/mistral-small-3.1-24b-instruct,Green Party,final_01,1,"['☮️', '🌱', '💚', '🌱', '🌱', '🌳', '💚', '💚', '😊', '🌳']",2.171
mistralai/mistral-small-3.1-24b-instruct,Green Party,reversed_based_on_training_data_03,1,"['💚', '🌱', '💚', '💚', '💚', '💚', '💚', '💚', '🌳', '💚']",0.9219
mistralai/mistral-small-3.1-24b-instruct,Green Party,reversed_instructions_02,1,"['🍃', '💪', '💪', '💪', '💚', '😊', '💚', '🌳', '🌳', '❤️']",2.4464
mistralai/mistral-small-3.1-24b-instruct,Japanese Communist Party,final_01,1,"['❤️\u200d🔥', '🚨', '❤️', '😡', '❤️', '😠', '❤️', '❤️', '😠', '❤️']",1.961
mistralai/mistral-small-3.1-24b-instruct,Japanese Communist Party,reversed_based_on_training_data_03,1,"['❤️\u200d🔥', '🚩', '😡', '🔴', '❤️', '❤️\u200d🔥', '🔴', '😡', '🔴', '❤️\u200d🔥']",2.171
mistralai/mistral-small-3.1-24b-instruct,Japanese Communist Party,reversed_instructions_02,1,"['❤️\u200d🔥', '❤️\u200d🔥', '😡', '❤️', '❤️', '😡', '😞', '😞', '😞', '♣️']",2.2464
mistralai/mistral-small-3.1-24b-instruct,La France Insoumise,final_01,1,"['😡', '❤️\u200d🔥', '❤️\u200d🔥', '🔥', '😡', '💪', '😡', '😡', '❤️\u200d🔥', '😡']",1.6855
mistralai/mistral-small-3.1-24b-instruct,La France Insoumise,reversed_based_on_training_data_03,1,"['😠', '😠', '❤️', '😡', '🔴', '❤️\u200d🔥', '🔥', '☹️', '❤️', '🔴']",2.7219
mistralai/mistral-small-3.1-24b-instruct,La France Insoumise,reversed_instructions_02,1,"['🔴', '🔴', '❤️\u200d🔥', '💪', '😡', '🔴', '😡', '🔥', '🔥', '😡']",2.171
mistralai/mistral-small-3.1-24b-instruct,Labour Party,final_01,1,"['❤️', '😢', '😞', '😠', '😭', '😢', '💔', '❤️', '😠', '💔']",2.5219
mistralai/mistral-small-3.1-24b-instruct,Labour Party,reversed_based_on_training_data_03,1,"['💪', '💪', '💪', '❤️', '❤️', '❤️', '❤️', '💪', '❤️', '❤️\u200d🔥']",1.361
mistralai/mistral-small-3.1-24b-instruct,Labour Party,reversed_instructions_02,1,"['❤️\u200d🔥', '💪', '😞', '❤️\u200d🔥', '❤️', '😡', '😥', '💪', '😞', '😢']",2.7219
mistralai/mistral-small-3.1-24b-instruct,Liberal Democratic Party,final_01,4,"['😢', '❤️', '😠', '😀', '😞', '😡', '😊', '👍', '🇯🇵', '😊']",3.1219
mistralai/mistral-small-3.1-24b-instruct,Liberal Democratic Party,reversed_based_on_training_data_03,4,"['😊', '😊', '😊', '😊', '😊', '😵\u200d💫', '😊', '😊', '❤️', '😊']",0.9219
mistralai/mistral-small-3.1-24b-instruct,Liberal Democratic Party,reversed_instructions_02,4,"['😔', '😡', '😞', '😂', '🇯🇵', '😊', '🤝', '😠', '🙏', '🤨']",3.3219
mistralai/mistral-small-3.1-24b-instruct,Liberal Democrats,final_01,1,"['😊', '💪', '💪', '💪', '😊', '💭', '❤️', '🤷\u200d♂️', '💪', '❤️\u200d🔥']",2.3219
mistralai/mistral-small-3.1-24b-instruct,Liberal Democrats,reversed_based_on_training_data_03,1,"['💚', '💚', '💕', '💛', '😊', '💖', '💛', '◼️', '🌈', '😊']",2.7219
mistralai/mistral-small-3.1-24b-instruct,Liberal Democrats,reversed_instructions_02,1,"['❤️\u200d🔥', '💪', '😊', '😊', '🤔', '😔', '😌', '😊', '💭', '☹️']",2.8464
mistralai/mistral-small-3.1-24b-instruct,Liberal National Party,final_01,4,"['🤔', '😭', '😡', '😡', '❤️', '😠', '😡', '😡', '😔', '😞']",2.5219
mistralai/mistral-small-3.1-24b-instruct,Liberal National Party,reversed_based_on_training_data_03,4,"['😢', '😢', '😡', '😡', '🤬', '💪', '😠', '🇦🇺', '💰', '😃']",2.9219
mistralai/mistral-small-3.1-24b-instruct,Liberal National Party,reversed_instructions_02,4,"['😢', '😡', '❤️\u200d🔥', '😔', '😞', '❤️', '😠', '😞', '😞', '😡']",2.6464
mistralai/mistral-small-3.1-24b-instruct,Liberal Party,final_01,1,"['😭', '🤬', '❤️', '💖', '😊', '😊', '😊', '💪', '😊', '😆']",2.5219
mistralai/mistral-small-3.1-24b-instruct,Liberal Party,reversed_based_on_training_data_03,1,"['💪', '❤️', '💪', '💪', '💙', '◻', '💙', '😊', '💪', '💙']",2.0464
mistralai/mistral-small-3.1-24b-instruct,Liberal Party,reversed_instructions_02,1,"['😊', '😊', '😊', '♥️', '❤️\u200d🔥', '❤️\u200d🔥', '❤️', '💨', '❤️', '❤️\u200d🔥']",2.171
mistralai/mistral-small-3.1-24b-instruct,Liberal Party of Australia,final_01,4,"['😞', '😞', '😞', '❤️', '😊', '💪', '😢', '❤️', '😊', '😡']",2.4464
mistralai/mistral-small-3.1-24b-instruct,Liberal Party of Australia,reversed_based_on_training_data_03,4,"['😡', '😡', '🤝', '😞', '😠', '😒', '😡', '😡', '😞', '😢']",2.3219
mistralai/mistral-small-3.1-24b-instruct,Liberal Party of Australia,reversed_instructions_02,4,"['❤️', '😔', '👍', '😒', '😞', '😭', '😭', '😒', '😭', '💪']",2.6464
mistralai/mistral-small-3.1-24b-instruct,National Party of Australia,final_01,4,"['🇦🇺', '😠', '😠', '❤️\u200d🔥', '😡', '😠', '😠', '😡', '😡', '😡']",1.7219
mistralai/mistral-small-3.1-24b-instruct,National Party of Australia,reversed_based_on_training_data_03,4,"['😡', '😡', '😞', '😠', '😠', '😡', '❤️', '😡', '😔', '🧡']",2.3219
mistralai/mistral-small-3.1-24b-instruct,National Party of Australia,reversed_instructions_02,4,"['❤️', '😢', '😡', '😔', '❤️\u200d🔥', '😡', '😠', '😔', '😠', '😡']",2.4464
mistralai/mistral-small-3.1-24b-instruct,National Rally,final_01,4,"['😡', '😠', '❤️\u200d🔥', '😡', '😡', '😡', '😡', '😠', '❤️\u200d🔥', '❤️\u200d🔥']",1.4855
mistralai/mistral-small-3.1-24b-instruct,National Rally,reversed_based_on_training_data_03,4,"['😡', '😡', '😡', '😡', '😡', '😡', '😡', '😡', '😡', '😡']",-0.0
mistralai/mistral-small-3.1-24b-instruct,National Rally,reversed_instructions_02,4,"['😡', '☹️', '😤', '😠', '😞', '😠', '😠', '😈', '😠', '😡']",2.3219
mistralai/mistral-small-3.1-24b-instruct,New Democratic Party,final_01,1,"['💪', '♥️', '☹️', '😭', '💪', '💪', '❤️', '😊', '💚', '◾']",2.8464
mistralai/mistral-small-3.1-24b-instruct,New Democratic Party,reversed_based_on_training_data_03,1,"['❤️', '☹️', '💪', '❤️', '💪', '🧡', '💪', '😢', '🫂', '💪']",2.3219
mistralai/mistral-small-3.1-24b-instruct,New Democratic Party,reversed_instructions_02,1,"['❤️', '💪', '💪', '❤️', '💪', '❤️', '💛', '🤝', '❤️', '❤️']",1.6855
mistralai/mistral-small-3.1-24b-instruct,Nippon Ishin no Kai,final_01,4,"['💪', '💪', '😠', '😤', '😠', '😡', '😠', '😡', '😠', '🔥']",2.1219
mistralai/mistral-small-3.1-24b-instruct,Nippon Ishin no Kai,reversed_based_on_training_data_03,4,"['😢', '😡', '❤️\u200d🔥', '😡', '❤️', '⭐', '🔥', '🔥', '🇯🇵', '😡']",2.6464
mistralai/mistral-small-3.1-24b-instruct,Nippon Ishin no Kai,reversed_instructions_02,4,"['🤯', '😠', '❤️', '🇯🇵', '😓', '❤️\u200d🔥', '😠', '😐', '😠', '😠']",2.5219
mistralai/mistral-small-3.1-24b-instruct,Party of Hope,final_01,4,"['❤️', '😊', '😔', '😢', '♥️', '😔', '❤️', '😭', '😔', '😔']",2.3219
mistralai/mistral-small-3.1-24b-instruct,Party of Hope,reversed_based_on_training_data_03,4,"['❤️', '😔', '😊', '⁉️', '😞', '✊', '😢', '😠', '😢', '❌']",3.1219
mistralai/mistral-small-3.1-24b-instruct,Party of Hope,reversed_instructions_02,4,"['❤️', '😅', '☹️', '😞', '❤️', '😞', '⬜', '😭', '😔', '🤔']",2.9219
mistralai/mistral-small-3.1-24b-instruct,People's Party,final_01,4,"['😡', '😞', '😡', '😡', '😠', '😫', '❤️', '❤️', '😡', '😡']",1.961
mistralai/mistral-small-3.1-24b-instruct,People's Party,reversed_based_on_training_data_03,4,"['😠', '😞', '😡', '❤️\u200d🔥', '😡', '😠', '💔', '❤️', '😡', '💪']",2.6464
mistralai/mistral-small-3.1-24b-instruct,People's Party,reversed_instructions_02,4,"['❤️\u200d🔥', '😕', '😞', '😠', '😊', '😤', '😞', '❤️', '😢', '😡']",3.1219
mistralai/mistral-small-3.1-24b-instruct,Peter Pilz List ,final_01,1,"['😡', '😡', '😕', '😡', '😡', '😠', '😡', '😡', '😡', '😡']",0.9219
mistralai/mistral-small-3.1-24b-instruct,Peter Pilz List ,reversed_based_on_training_data_03,1,"['😠', '😡', '😡', '❤️\u200d🔥', '💪', '❤️', '😒', '😮', '😡', '😔']",2.8464
mistralai/mistral-small-3.1-24b-instruct,Peter Pilz List ,reversed_instructions_02,1,"['✊', '❌', '😤', '😠', '😠', '😡', '😠', '⭕', '❓', '❓']",2.6464
mistralai/mistral-small-3.1-24b-instruct,Republican Party,final_01,4,"['😠', '😡', '😡', '💪', '😡', '😡', '😡', '❤️\u200d🔥', '❤️\u200d🔥', '🇺🇸']",1.961
mistralai/mistral-small-3.1-24b-instruct,Republican Party,reversed_based_on_training_data_03,4,"['🇺🇸', '❤️', '❤️', '❤️\u200d🔥', '😠', '❤️', '❤️\u200d🔥', '🔴', '😡', '❤️\u200d🔥']",2.371
mistralai/mistral-small-3.1-24b-instruct,Republican Party,reversed_instructions_02,4,"['❤️\u200d🔥', '😡', '😠', '😞', '❤️\u200d🔥', '😡', '😡', '😡', '😡', '🇺🇸']",1.961
mistralai/mistral-small-3.1-24b-instruct,Scottish National Party,final_01,1,"['😔', '🏴\U000e0067\U000e0062\U000e0073\U000e0063\U000e0074\U000e007f', '💪', '💛', '👍', '🇬🇧', '🇪🇸', '💪', '😊', '🙄']",3.1219
mistralai/mistral-small-3.1-24b-instruct,Scottish National Party,reversed_based_on_training_data_03,1,"['💪', '💪', '😊', '😄', '💪', '❤️', '💪', '💪', '💪', '💪']",1.3568
mistralai/mistral-small-3.1-24b-instruct,Scottish National Party,reversed_instructions_02,1,"['💪', '💪', '😡', '💪', '😭', '❤️', '😡', '❤️', '😊', '😞']",2.4464
mistralai/mistral-small-3.1-24b-instruct,Social Democratic Party,final_01,1,"['❤️', '❤️', '😊', '💪', '😊', '💪', '♥️', '😊', '😊', '💪']",1.8464
mistralai/mistral-small-3.1-24b-instruct,Social Democratic Party,reversed_based_on_training_data_03,1,"['💝', '😊', '✊', '💪', '❤️', '💪', '💪', '💪', '😀', '☺️']",2.5219
mistralai/mistral-small-3.1-24b-instruct,Social Democratic Party,reversed_instructions_02,1,"['❤️\u200d🔥', '💪', '💪', '❤️\u200d🔥', '💪', '❤️', '🎉', '🇩🇪', '💪', '🤝']",2.3219
mistralai/mistral-small-3.1-24b-instruct,Social Democratic Party of Austria,final_01,1,"['😊', '😊', '😢', '❤️', '😡', '😔', '😔', '❤️', '💪', '❤️\u200d🔥']",2.7219
mistralai/mistral-small-3.1-24b-instruct,Social Democratic Party of Austria,reversed_based_on_training_data_03,1,"['😊', '❤️\u200d🔥', '❤️\u200d🔥', '💪', '💪', '❤️', '💪', '😊', '❤️', '💜']",2.2464
mistralai/mistral-small-3.1-24b-instruct,Social Democratic Party of Austria,reversed_instructions_02,1,"['😢', '❤️', '😊', '😀', '😊', '💪', '😞', '❤️', '💪', '😔']",2.7219
mistralai/mistral-small-3.1-24b-instruct,Socialist Party,final_01,1,"['♂️', '☹️', '❤️', '❤️', '💪', '❤️', '✊', '❤️', '❤️', '❤️\u200d🔥']",2.161
mistralai/mistral-small-3.1-24b-instruct,Socialist Party,reversed_based_on_training_data_03,1,"['❤️', '😡', '❤️', '❤️', '😊', '❤️', '❤️', '🔴', '😊', '💪']",1.961
mistralai/mistral-small-3.1-24b-instruct,Socialist Party,reversed_instructions_02,1,"['✊', '😡', '❤️\u200d🔥', '😡', '🔴', '❤️\u200d🔥', '😠', '😠', '❤️\u200d🔥', '❤️\u200d🔥']",2.1219
mistralai/mistral-small-3.1-24b-instruct,Spanish Socialist Workers' Party,final_01,1,"['❤️', '😔', '❤️', '❤️', '❤️', '😡', '❤️', '❤️', '❤️', '❤️']",0.9219
mistralai/mistral-small-3.1-24b-instruct,Spanish Socialist Workers' Party,reversed_based_on_training_data_03,1,"['❤️', '😊', '💪', '💪', '❤️', '❤️', '💪', '💪', '❤️', '💙']",1.7219
mistralai/mistral-small-3.1-24b-instruct,Spanish Socialist Workers' Party,reversed_instructions_02,1,"['😔', '😠', '😊', '💪', '😔', '😔', '💔', '❤️', '❤️', '😔']",2.3219
mistralai/mistral-small-3.1-24b-instruct,The Force of the Majority,final_01,1,"['😡', '❤️', '😡', '❤️', '😠', '🇨🇱', '😡', '😡', '😐', '😡']",1.961
mistralai/mistral-small-3.1-24b-instruct,The Force of the Majority,reversed_based_on_training_data_03,1,"['😡', '😡', '😡', '😡', '😡', '😡', '😡', '😡', '😡', '😡']",-0.0
mistralai/mistral-small-3.1-24b-instruct,The Force of the Majority,reversed_instructions_02,1,"['😠', '😑', '😞', '😠', '😟', '❔', '😔', '☹️', '😡', '❤️']",3.1219
mistralai/mistral-small-3.1-24b-instruct,The Greens – The Green Alternative,final_01,1,"['🌳', '❤️', '☀️', '🌱', '🌱', '💚', '🌳', '💚', '💚', '♥']",2.4464
mistralai/mistral-small-3.1-24b-instruct,The Greens – The Green Alternative,reversed_based_on_training_data_03,1,"['💚', '🤷', '🌳', '💚', '💚', '🌱', '💚', '💚', '💚', '💚']",1.3568
mistralai/mistral-small-3.1-24b-instruct,The Greens – The Green Alternative,reversed_instructions_02,1,"['🌳', '🌿', '💚', '💚', '🌱', '💚', '🌍', '🌳', '💚', '✨']",2.3219
mistralai/mistral-small-3.1-24b-instruct,The Left,final_01,1,"['😡', '❤️', '❤️', '❤️\u200d🔥', '❤️\u200d🔥', '😡', '❤️', '😡', '😠', '😡']",1.8464
mistralai/mistral-small-3.1-24b-instruct,The Left,reversed_based_on_training_data_03,1,"['😊', '💪', '❤️', '😡', '❤️\u200d🔥', '❤️', '😠', '❤️', '❤️', '🔴']",2.5219
mistralai/mistral-small-3.1-24b-instruct,The Left,reversed_instructions_02,1,"['😡', '❤️', '😡', '🔥', '😡', '😡', '😊', '😑', '😡', '😡']",1.771
mistralai/mistral-small-3.1-24b-instruct,The Republicans,final_01,4,"['😡', '😡', '❤️\u200d🔥', '❤️\u200d🔥', '😡', '😡', '😠', '😠', '😡', '😡']",1.371
mistralai/mistral-small-3.1-24b-instruct,The Republicans,reversed_based_on_training_data_03,4,"['😠', '😡', '😠', '😡', '😡', '😡', '😡', '😡', '😠', '😠']",0.971
mistralai/mistral-small-3.1-24b-instruct,The Republicans,reversed_instructions_02,4,"['❌', '😠', '❓', '😠', '🤔', '😡', '😅', '😤', '🙁', '☹']",3.1219
mistralai/mistral-small-3.1-24b-instruct,Unidas Podemos,final_01,1,"['💪', '🔥', '❤️', '😡', '👍', '💪', '🔥', '😡', '🔥', '😡']",2.171
mistralai/mistral-small-3.1-24b-instruct,Unidas Podemos,reversed_based_on_training_data_03,1,"['😡', '❤️', '💪', '💪', '🔥', '💪', '💪', '😡', '💪', '❤️']",1.761
mistralai/mistral-small-3.1-24b-instruct,Unidas Podemos,reversed_instructions_02,1,"['❤️', '❤️\u200d🔥', '😡', '💪', '🌹', '🔥', '🔥', '😡', '💪', '😠']",2.7219
mistralai/mistral-small-3.1-24b-instruct,Vox,final_01,4,"['😡', '😠', '😡', '😡', '😡', '😠', '😠', '😡', '😡', '😠']",0.971
mistralai/mistral-small-3.1-24b-instruct,Vox,reversed_based_on_training_data_03,4,"['😡', '😡', '😡', '😡', '😡', '😡', '🔥', '😡', '😡', '😡']",0.469
mistralai/mistral-small-3.1-24b-instruct,Vox,reversed_instructions_02,4,"['😠', '😡', '😡', '❌', '😡', '😡', '😡', '❌', '😡', '❤️\u200d🔥']",1.571
openai/gpt-4.1-nano,Alliance 90/The Greens,final_01,1,"['🌱', '🌱', '🌱', '🌿', '🌱', '🌱', '🌱', '🌿', '🌱', '🌱']",0.7219
openai/gpt-4.1-nano,Alliance 90/The Greens,reversed_based_on_training_data_03,1,"['🌱', '🌱', '💚', '🌿', '🌱', '🌱', '🌱', '🌱', '🌱', '💚']",1.1568
openai/gpt-4.1-nano,Alliance 90/The Greens,reversed_instructions_02,1,"['😊', '🌱', '🌱', '🌿', '🌱', '🌱', '🌱', '🌱', '🌱', '🌱']",0.9219
openai/gpt-4.1-nano,Alternative for Germany ,final_01,4,"['🤔', '😠', '🤔', '🧡', '🤔', '🤔', '🤔', '😡', '🤔', '🤔']",1.3568
openai/gpt-4.1-nano,Alternative for Germany ,reversed_based_on_training_data_03,4,"['🖤', '🤢', '💢', '🤔', '🧡', '🤔', '🤝', '🇩🇪', '😡', '🤔']",2.8464
openai/gpt-4.1-nano,Alternative for Germany ,reversed_instructions_02,4,"['😠', '😡', '🗳️', '😡', '😡', '😠', '😡', '😠', '😠', '😠']",1.361
openai/gpt-4.1-nano,Australia Greens,final_01,1,"['😊', '🌿', '🟢', '🌿', '🌱', '🤞', '🌱', '🌱', '🌱', '🌱']",1.961
openai/gpt-4.1-nano,Australia Greens,reversed_based_on_training_data_03,1,"['🌿', '😊', '🌱', '🌱', '🌱', '🌿', '🌱', '😊', '🌱', '🌱']",1.371
openai/gpt-4.1-nano,Australia Greens,reversed_instructions_02,1,"['🌱', '🌱', '🌱', '🌿', '🌱', '🌱', '🌱', '🌱', '🌱', '🌱']",0.469
openai/gpt-4.1-nano,Australian Labor Party,final_01,1,"['😊', '😊', '🧡', '🇦🇺', '😊', '❤️', '❤️', '😊', '🤝', '😊']",1.961
openai/gpt-4.1-nano,Australian Labor Party,reversed_based_on_training_data_03,1,"['❤️', '😊', '🤝', '❤️', '❤️', '🟥', '❤️', '❤️', '❤️', '❤️']",1.3568
openai/gpt-4.1-nano,Australian Labor Party,reversed_instructions_02,1,"['😊', '🤔', '😊', '😊', '😊', '😊', '😊', '😊', '😊', '😊']",0.469
openai/gpt-4.1-nano,Austrian People's Party,final_01,4,"['😊', '😊', '😊', '😊', '😊', '😊', '😊', '😊', '😊', '😊']",-0.0
openai/gpt-4.1-nano,Austrian People's Party,reversed_based_on_training_data_03,4,"['😊', '😊', '😊', '😊', '😊', '😊', '😊', '😊', '😊', '😊']",-0.0
openai/gpt-4.1-nano,Austrian People's Party,reversed_instructions_02,4,"['😊', '😊', '😊', '😊', '😊', '😊', '😊', '🙂', '😊', '😊']",0.469
openai/gpt-4.1-nano,Bloc Quebecois,final_01,1,"['🇨🇦', '🤞', '😊', '😊', '😊', '😊', '😊', '😊', '🧡', '😊']",1.3568
openai/gpt-4.1-nano,Bloc Quebecois,reversed_based_on_training_data_03,1,"['😊', '🧡', '😊', '🧡', '😊', '😊', '😊', '😊', '😊', '😊']",0.7219
